1066;	Ostrów Wielkopolski;	https://lh5.googleusercontent.com/p/AF1QipPfXvbusHm7YBt_1tsnZ3jF6gfXWKZCPz0Nc7XC=s0;	51.618481;	17.797829;	MZO S.A. Zak³ad Oczyszczania i Gospodarki Odpadami;	08:30-16:30;08:30-16:30;08:30-16:30;08:30-16:30;08:30-16:30;08:00-12:00;0;	62 737 20 12;	Staroprzygodzka 121;	True;	https://mzo.com.pl/pszok-punkt-selektywnej-zbiorki-odpadow-komunalnych/;	63-400
1067;	Siedlec;	;	52.1398935;	16.006345;	PSZOK-SIEDLEC, teren oczyszczalni œcieków;	07:30-15:30;07:30-17:00;07:30-15:30;07:30-15:30;07:30-14:00;08:00-12:00;0;	683848080;	Konwaliowa;	True;	https://www.zmobra.pl/punkty-selektywnej-zbiorki_cms_30_.html;	64-212
1068;	Berzyna;	https://lh5.googleusercontent.com/p/AF1QipMJrXfJbHe-cn7lsk6oG9eGuME_I8mePSl-Y6e8=s0;	52.0985357;	16.1109831;	PSZOK-WOLSZTYN, teren PGK Sp. z o.o.;	08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;08:00-19:00;0;	683842525;	Berzyna 6;	True;	https://www.zmobra.pl/punkty-selektywnej-zbiorki_cms_30_.html;	64-200
1069;	Starkowo;	;	51.9638583;	16.3087809;	PSZOK-PRZEMÊT;	08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-17:00;08:00-14:00;0;	655496450;	Starkowska 10;	True;	https://www.zmobra.pl/punkty-selektywnej-zbiorki_cms_30_.html;	64-234
1070;	Powodowo;	;	52.1277518;	16.0652394;	PSZOK-POWODOWO, obok zrekultywowanego sk³adowiska;	08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-14:00;0;	722363662;	;	True;	https://www.zmobra.pl/punkty-selektywnej-zbiorki_cms_30_.html;	64-200
1071;	Bojanowo;	;	51.711670;	16.745280;	Zak³ad Gospodarki Komunalnej i Mieszkaniowej w Bojanowie;	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	655456416;	Go³aszyn 11;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	63-940
1072;	Gola;	;	51.884438;	16.948268;	Stacja Prze³adunkowa Odpadów Komunalnych w Goli;	07:00-18:00;07:00-18:00;07:00-18:00;07:00-18:00;07:00-18:00;08:00-15:00;0;	506182246;	Gola;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	63-800
1073;	Jutrosin;	;	51.644921;	17.1716068;	PSZOK Jutrosin, teren sk³adu wêgla;	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	667397392;	Polna 3c;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	63-930
1074;	Krobia;	;	51.7712181;	16.9904516;	PSZOK Krobia;	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	655711783;	Jutrosiñska 28a;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	63-840
1075;	Krzemieniewo;	;	51.862055;	16.8425858;	PSZOK Krzemieniewo, sklep rolno-ogrodniczy;	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	655360226;	Dworcowa 50;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	64-120
1076;	Krzywiñ;	;	51.9674853;	16.8178414;	PSZOK Krzywiñ (wjazd od ul. Ogrodowej);	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	509029868;	Bojanowskiego 5;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	64-010
1077;	Leszno;	;	51.8280758;	16.5862258;	Miejski Zak³ad Oczyszczania Sp. z o.o. w Lesznie;	07:00-18:00;07:00-18:00;07:00-18:00;07:00-18:00;07:00-18:00;08:00-15:00;0;	655259295;	Saperska 23;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	64-100
1078;	Lipno;	;	51.919370;	16.568470;	PSZOK Lipno;	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	655340267;	Spó³dzielcza 4;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	64-111
1079;	Miejska Górka;	;	51.6509385;	16.9571977;	PSZOK Miejska Górka (teren GS);	0;10:00-14:00;0;14:00-18:00;0;10:00-14:00;0;	655474173;	Ignacego Buszy 5;	True;	https://mzoleszno.com.pl/Punkt-Selektywnego-Zbierania-Odpadow-Komunalnych.html;	63-910
